id,location_id,attention,address_1,address_2,city,region,state_province,postal_code,country,address_type
addr-224259,loc-224259,NA,607 Madison Street,NA,Bedford,NA,IA,50833,US,physical
addr-224284,loc-224284,NA,1402 Hull Street,NA,Corning,NA,IA,50841,US,physical
addr-224446,loc-224446,NA,928 7th St. SE,NA,Cedar Rapids,NA,IA,52401,US,physical
addr-224585,loc-224585,NA,2111 23rd Ave,NA,Council Bluffs,NA,IA,51503,US,physical
addr-224646,loc-224646,NA,1708 West Main Street,NA,Sac City,NA,IA,50583,US,physical
addr-224651,loc-224651,NA,1045 US-6,NA,Iowa City,NA,IA,52240,US,physical
addr-224653,loc-224653,NA,1815 Hubbell Ave,NA,Des Moines,NA,IA,50316,US,physical
addr-224657,loc-224657,NA,2814 1st Ave.,NA,Perry,NA,IA,50220,US,physical
addr-224659,loc-224659,NA,398 Main St.,NA,Dubuque,NA,IA,52001,US,physical
addr-224670,loc-224670,NA,109 E. Clinton Ave,NA,Indianola,NA,IA,50125,US,physical
addr-224775,loc-224775,NA,38 Fifth Street South,NA,Central City,NA,IA,52214,US,physical
addr-224835,loc-224835,NA,1200 60th St.,NA,West Des Moines,NA,IA,50266,US,physical
addr-224850,loc-224850,NA,5870 Merle Hay Rd,NA,"Suite D, Johnston",NA,IA,50131,US,physical
addr-224887,loc-224887,NA,230 10th St NW,NA,Cedar Rapids,NA,IA,52405,US,physical
addr-224948,loc-224948,NA,139 6th St,NA,West Des Moines,NA,IA,50265,US,physical
addr-225258,loc-225258,NA,101 14th St. So,NA,Northwood,NA,IA,50459,US,physical
addr-225318,loc-225318,NA,1903 W Burlington Ave,NA,Fairfield,NA,IA,52556,US,physical
addr-225388,loc-225388,NA,401 Main Street,NA,Lost Nation,NA,IA,52254,US,physical
addr-225437,loc-225437,NA,425 W. 53rd St.,NA,Davenport,NA,IA,52806,US,physical
addr-225496,loc-225496,NA,355 19th St. SE,NA,Cedar Rapids,NA,IA,52404,US,physical
addr-225504,loc-225504,NA,1125 W. Main St. Lot 39,NA,Waukon,NA,IA,52172,US,physical
addr-225540,loc-225540,NA,210 S. Main St,NA,North English,NA,IA,52316,US,physical
addr-225548,loc-225548,NA,108 N. Jefferson Way,NA,Indianola,NA,IA,50125,US,physical
addr-225939,loc-225939,NA,1202 10th St SE,NA,Cedar Rapids,NA,IA,52401,US,physical
addr-225985,loc-225985,NA,3801 Blairs Ferry Rd,NA,Cedar Rapids,NA,IA,52402,US,physical
addr-226014,loc-226014,NA,503 Jackson St,NA,Olin,NA,IA,52320,US,physical
addr-226025,loc-226025,NA,620 Michigan,NA,Storm Lake,NA,IA,50588,US,physical
addr-226028,loc-226028,NA,1100 Market Street,NA,Carlisle,NA,IA,50047,US,physical
addr-226076,loc-226076,NA,201 9th St NE,NA,Altoona,NA,IA,50009,US,physical
addr-226083,loc-226083,NA,3145 Cedar Crest Ridge,NA,Dubuque,NA,IA,52003,US,physical
addr-226093,loc-226093,NA,122 South Adams,NA,Mason City,NA,IA,50401,US,physical
addr-226097,loc-226097,NA,1017 7th Street,NA,Harlan,NA,IA,51537,US,physical
addr-226102,loc-226102,NA,1724 N John Wayne Dr,NA,Winterset,NA,IA,50273,US,physical
addr-226119,loc-226119,NA,1919 S 10th St,NA,Council Bluffs,NA,IA,51501,US,physical
addr-226126,loc-226126,NA,107 N 4th Ave. Suite 7,NA,Logan,NA,IA,51546,US,physical
addr-226178,loc-226178,NA,"Cedar Rapids, IA",NA,Cedar Rapids,NA,IA,52401,US,physical
addr-226288,loc-226288,NA,"Muscatine, IA",NA,Muscatine,NA,IA,52761,US,physical
addr-226299,loc-226299,NA,"Bettendorf, IA",NA,Bettendorf,NA,IA,52722,US,physical
addr-226318,loc-226318,NA,"Des Moines, IA",NA,Des Moines,NA,IA,50301,US,physical
addr-226347,loc-226347,NA,"Indianola, IA",NA,Indianola,NA,IA,50125,US,physical
addr-226350,loc-226350,NA,"Ottumwa, IA",NA,Ottumwa,NA,IA,52501,US,physical
addr-226515,loc-226515,NA,"Glenwood, IA (call for distribution schedule)",NA,Glenwood,NA,IA,51534,US,physical
addr-307995,loc-307995,NA,3326 6th Avenue,NA,Council Bluffs,NA,IA,51501,US,physical
addr-307996,loc-307996,NA,2501 West Broadway,NA,Council Bluffs,NA,IA,51501,US,physical
addr-307997,loc-307997,NA,205 King Street,NA,Emmetsburg,NA,IA,50536,US,physical
addr-307998,loc-307998,NA,1620 6th Ave. N.,NA,Fort Dodge,NA,IA,50501,US,physical
addr-307999,loc-307999,NA,1620 6th Ave. N.,NA,Fort Dodge,NA,IA,50501,US,physical
addr-308000,loc-308000,NA,600 4th Avenue,NA,Armstrong,NA,IA,50514,US,physical
addr-308001,loc-308001,NA,402 SE E Ave,NA,Gilmore City,NA,IA,50541,US,physical
addr-308002,loc-308002,NA,1500 Sycamore St,NA,Iowa CIty,NA,IA,52240,US,physical
addr-308003,loc-308003,NA,1030 Cross Park Ave,NA,Iowa CIty,NA,IA,52240,US,physical
addr-308004,loc-308004,NA,4494 Taft Ave SE,NA,Iowa City,NA,IA,52240,US,physical
addr-308005,loc-308005,NA,367 Southgate Ave,NA,Iowa City,NA,IA,52240,US,physical
addr-308006,loc-308006,NA,111 Preslee Lane,NA,Hills,NA,IA,52235,US,physical
addr-308007,loc-308007,NA,893 Spring Ridge Dr,NA,Iowa CIty,NA,IA,52246,US,physical
addr-308008,loc-308008,NA,1317 Dover St,NA,Iowa City,NA,IA,52240,US,physical
addr-308009,loc-308009,NA,2 Apollo Place,NA,Iowa CIty,NA,IA,52240,US,physical
addr-308010,loc-308010,NA,4455 Oak Crest Hill Rd SE,NA,Iowa City,NA,IA,52240,US,physical
addr-308011,loc-308011,NA,1330 Keokuk St,NA,Iowa CIty,NA,IA,52240,US,physical
addr-308012,loc-308012,NA,200 Main St,NA,Hills,NA,IA,52235,US,physical
addr-308013,loc-308013,NA,2400 Taylor Drive,NA,Iowa City,NA,IA,52240,US,physical
addr-308014,loc-308014,NA,313 5th St,NA,Bussey,NA,IA,50044,US,physical
addr-308015,loc-308015,NA,1811 West Madison,NA,Knoxville,NA,IA,50138,US,physical
addr-308016,loc-308016,NA,603 Main St,NA,Pella,NA,IA,50219,US,physical
addr-308017,loc-308017,NA,104 South Columbus,NA,Pleasantville,NA,IA,50225,US,physical
addr-308018,loc-308018,NA,600 South Locust Street,NA,Lenox,NA,IA,50851,US,physical
addr-308019,loc-308019,NA,600 Kindler Ave,NA,Muscatine,NA,IA,52761,US,physical
addr-308020,loc-308020,NA,812 Chester Ave,NA,Ottumwa,NA,IA,52501,US,physical
addr-308021,loc-308021,NA,501 East Second Street,NA,Ottumwa,NA,IA,52501,US,physical
addr-308022,loc-308022,NA,1014 E Fourth Street,NA,Ottumwa,NA,IA,52501,US,physical
addr-308023,loc-308023,NA,100 Taft Circle,NA,Ottumwa,NA,IA,52501,US,physical
addr-308024,loc-308024,NA,518 Hartford Ave.,NA,Farragut,NA,IA,51639,US,physical
addr-308025,loc-308025,NA,304 W. Nishna Rd,NA,Shenandoah,NA,IA,51601,US,physical
addr-308026,loc-308026,NA,201 South Elm St.,NA,Shenandoah,NA,IA,51601,US,physical
addr-308027,loc-308027,NA,606 Sportman Park,NA,Shenandoah,NA,IA,51601,US,physical
addr-308028,loc-308028,NA,4440 US Hwy 71,NA,Sioux Rapids,NA,IA,50585,US,physical
addr-308029,loc-308029,NA,623 Pearl Street,NA,Sioux City,NA,IA,51101,US,physical
addr-308030,loc-308030,NA,3810 41st Street,NA,Sioux City,NA,IA,51108,US,physical
addr-308031,loc-308031,NA,1623 Rebecca St,NA,Sioux City,NA,IA,51103,US,physical
addr-308032,loc-308032,NA,3601 Bushnell Ave,NA,Sioux City,NA,IA,51106,US,physical
addr-308033,loc-308033,NA,1301 Riverside Blvd,NA,Sioux City,NA,IA,51103,US,physical
addr-308034,loc-308034,NA,413 Expansion Blvd,NA,Storm Lake,NA,IA,50588,US,physical
addr-308035,loc-308035,NA,Majella St,NA,Lakeside,NA,IA,50588,US,physical
addr-308036,loc-308036,NA,1100-1198 Park St,NA,Storm Lake,NA,IA,50588,US,physical
addr-308037,loc-308037,NA,1409 Seneca St,NA,Storm Lake,NA,IA,50588,US,physical
addr-308038,loc-308038,NA,316 Cayuga St,NA,Storm Lake,NA,IA,50588,US,physical
addr-308039,loc-308039,NA,607 W 9th St,NA,Storm Lake,NA,IA,50588,US,physical
addr-308040,loc-308040,NA,400 Metcalf St.,NA,Maxwell,NA,IA,50161,US,physical
addr-308041,loc-308041,NA,303 Oak Street,NA,Ireton,NA,IA,51027,US,physical
addr-308042,loc-308042,NA,1300 Falcon Dr,NA,Hawarden,NA,IA,51023,US,physical
addr-308043,loc-308043,NA,1105 E. Railroad Avenue,NA,Des Moines,NA,IA,50309,US,physical
addr-308044,loc-308044,NA,3101 E 12th St,NA,Des Moines,NA,IA,50316,US,physical
addr-308045,loc-308045,NA,6401 College Ave,NA,Des Moines,NA,IA,50324,US,physical
addr-308047,loc-308047,NA,1001 NE Crestmoor Pl,NA,Ankeny,NA,IA,50021,US,physical
addr-308050,loc-308050,NA,1004 7th St NE,NA,Belmond,NA,IA,50421,US,physical
addr-308051,loc-308051,NA,801 Jackson,NA,Lake View,NA,IA,51450,US,physical
addr-308054,loc-308054,NA,300 Cedar Street,NA,Bennett,NA,IA,52721,US,physical
addr-308055,loc-308055,NA,1916 High School Drive,NA,Afton,NA,IA,50830,US,physical
addr-308057,loc-308057,NA,906 Pennsylvania Street,NA,Bedford,NA,IA,50833,US,physical
addr-308059,loc-308059,NA,Wisconsin Avenue & 3rd Street,NA,Lorimor,NA,IA,50149,US,physical
addr-308060,loc-308060,NA,2804 South 14th Street,NA,Burlington,NA,IA,52601,US,physical
addr-308062,loc-308062,NA,207 Noll,NA,Galva,NA,IA,51020,US,physical
addr-308064,loc-308064,NA,610 13th Ave,NA,Belle Plaine,NA,IA,52208,US,physical
addr-308065,loc-308065,NA,421 Terrace Drive,NA,Burlington,NA,IA,52601,US,physical
addr-308067,loc-308067,NA,519 E Maple St.,NA,Holstein,NA,IA,51025,US,physical
addr-308068,loc-308068,NA,3333 18th Street,NA,Bettendorf,NA,IA,52722,US,physical
addr-308070,loc-308070,NA,207 E 6th St,NA,Massena,NA,IA,50883,US,physical
addr-308072,loc-308072,NA,1000 Schroder Drive,NA,Cresco,NA,IA,52136,US,physical
addr-308073,loc-308073,NA,400 7th Street,NA,Boone,NA,IA,50036,US,physical
addr-308074,loc-308074,NA,1304 East 1st Avenue,NA,Indianola,NA,IA,50125,US,physical
addr-308075,loc-308075,NA,1000 Victory Park Rd,NA,Anita,NA,IA,50020,US,physical
addr-308077,loc-308077,NA,1805 Hancock Dr.,NA,Boone,NA,IA,50036,US,physical
addr-308079,loc-308079,NA,403 South 15th Street,NA,Indianola,NA,IA,50125,US,physical
addr-308080,loc-308080,NA,500 Main St,NA,Cumberland,NA,IA,50843,US,physical
addr-308083,loc-308083,NA,807 Broad St.,NA,Adair,NA,IA,50002,US,physical
addr-308084,loc-308084,NA,105 Hayes St. West,NA,Hazleton,NA,IA,50641,US,physical
addr-308085,loc-308085,NA,810 S R Street,NA,Indianola,NA,IA,50125,US,physical
addr-308086,loc-308086,NA,109 S. Clark Street,NA,Carroll,NA,IA,51401,US,physical
addr-308087,loc-308087,NA,3206 Renner Drive,NA,Council Bluffs,NA,IA,51501,US,physical
addr-308088,loc-308088,NA,110 W Division Street,NA,Anthon,NA,IA,51004,US,physical
addr-308089,loc-308089,NA,100 3rd Street,NA,Castana,NA,IA,51010,US,physical
addr-308090,loc-308090,NA,100 1st Street,NA,Danbury,NA,IA,51019,US,physical
addr-308091,loc-308091,NA,410 6th Street,NA,Mapleton,NA,IA,51034,US,physical
addr-308092,loc-308092,NA,91 Hwy 183,NA,Soldier,NA,IA,51572,US,physical
addr-308093,loc-308093,NA,1239 N Rhode Island Ave,NA,Mason City,NA,IA,50401,US,physical
addr-308094,loc-308094,NA,29 S Illinois,NA,Mason City,NA,IA,50401,US,physical
addr-308095,loc-308095,NA,1625 S Pennsylvania Ave,NA,Mason City,NA,IA,50401,US,physical
addr-308097,loc-308097,NA,1840 S. Monroe Ave,NA,Mason City,NA,IA,50401,US,physical
addr-308098,loc-308098,NA,321 West South St,NA,Monticello,NA,IA,52310,US,physical
addr-308099,loc-308099,NA,403 S Front St,NA,Humeston,NA,IA,50123,US,physical
addr-308100,loc-308100,NA,305 E. 8th St.,NA,Moulton,NA,IA,52572,US,physical
addr-308101,loc-308101,NA,1001 15th Street,NA,Nevada,NA,IA,50201,US,physical
addr-308102,loc-308102,NA,1200 1st Ave North,NA,Northwood,NA,IA,50459,US,physical
addr-308103,loc-308103,NA,403 Barnes Street,NA,Ida Grove,NA,IA,51445,US,physical
addr-308104,loc-308104,NA,600 South Maple Street,NA,Odebolt,NA,IA,51458,US,physical
addr-308105,loc-308105,NA,2275 Dale Ave,NA,Riceville,NA,IA,50466,US,physical
addr-308106,loc-308106,NA,18072 Addison Ave,NA,Elma,NA,IA,50628,US,physical
addr-308107,loc-308107,NA,211 Main Street,NA,McIntire,NA,IA,50455,US,physical
addr-308108,loc-308108,NA,708 Glass St,NA,Oakland,NA,IA,51560,US,physical
addr-308109,loc-308109,NA,18997 Hwy 59,NA,Oakland,NA,IA,51560,US,physical
addr-308110,loc-308110,NA,310 N Main St,NA,Early,NA,IA,51035,US,physical
addr-308111,loc-308111,NA,300 S Berwick,NA,Schaller,NA,IA,51053,US,physical
addr-308112,loc-308112,NA,714 Date Street,NA,Schleswig,NA,IA,51461,US,physical
addr-308113,loc-308113,NA,397 10th Street SE,NA,Sioux Center,NA,IA,51250,US,physical
addr-308114,loc-308114,NA,300 17th Ave SW,NA,Altoona,NA,IA,50009,US,physical
addr-308115,loc-308115,NA,802 West 6th St,NA,Sumner,NA,IA,50674,US,physical
addr-308116,loc-308116,NA,7111 Aurora Avenue,NA,Urbandale,NA,IA,50322,US,physical
addr-308117,loc-308117,NA,815 E. Fourth St,NA,Waterloo,NA,IA,50703,US,physical
addr-308118,loc-308118,NA,316 McCoy Rd,NA,Elk Run,NA,IA,50707,US,physical
addr-308119,loc-308119,NA,1239 Sheldon St,NA,Waterloo,NA,IA,50702,US,physical
addr-308120,loc-308120,NA,605 New Street,NA,Manchester,NA,IA,52057,US,physical
addr-308121,loc-308121,NA,410 NW 2nd Street,NA,Greenfield,NA,IA,50849,US,physical
addr-308122,loc-308122,NA,1460 210th Street,NA,Rockford,NA,IA,50468,US,physical
addr-308123,loc-308123,NA,208 S Olive St,NA,Winfield,NA,IA,52659,US,physical
addr-308124,loc-308124,NA,1009 South Main Street,NA,Alta,NA,IA,51002,US,physical
addr-308125,loc-308125,NA,4316 Ontario St,NA,Ames,NA,IA,50014,US,physical
addr-308126,loc-308126,NA,210 S 5th St,NA,Ames,NA,IA,50010,US,physical
addr-308127,loc-308127,NA,304 E Main St,NA,Klemme,NA,IA,50449,US,physical
addr-308128,loc-308128,NA,321 Main Street,NA,Charter Oak,NA,IA,51439,US,physical
addr-308130,loc-308130,NA,317 8th Ave SE,NA,Oelwein,NA,IA,50662,US,physical
addr-308131,loc-308131,NA,1500 Loras Blvd.,NA,Dubuque,NA,IA,52001,US,physical
addr-308132,loc-308132,NA,800 One Tribe Drive,NA,Osceola,NA,IA,50213,US,physical
addr-308135,loc-308135,NA,111 8th Ave NE,NA,Oelwein,NA,IA,50662,US,physical
addr-308136,loc-308136,NA,905 North Street,NA,Coon Rapids,NA,IA,50058,US,physical
addr-308138,loc-308138,NA,1299 Locust St.,NA,Dubuque,NA,IA,52001,US,physical
addr-308140,loc-308140,NA,1704 N 3rd Street,NA,Oskaloosa,NA,IA,52577,US,physical
addr-308141,loc-308141,NA,400 Gleason Ave,NA,Council Bluff,NA,IA,51503,US,physical
addr-308143,loc-308143,NA,255 E. 24th Street,NA,Dubuque,NA,IA,52001,US,physical
addr-308144,loc-308144,NA,2605 Pennsylvania Ave.,NA,Dubuque,NA,IA,52001,US,physical
addr-308145,loc-308145,NA,1700 South Grandview,NA,Dubuque,NA,IA,52003,US,physical
addr-308146,loc-308146,NA,4001 Peru Rd.,NA,Dubuque,NA,IA,52001,US,physical
addr-308147,loc-308147,NA,4045 Ashland Road,NA,Eldon,NA,IA,52554,US,physical
addr-308148,loc-308148,NA,2700 Bever Ave SE,NA,Cedar Rapids,NA,IA,52403,US,physical
addr-308149,loc-308149,NA,720 7th Ave SW,NA,Cedar Rapids,NA,IA,52404,US,physical
addr-308150,loc-308150,NA,2200 First Ave NW,NA,Cedar Rapids,NA,IA,52405,US,physical
addr-308151,loc-308151,NA,940 Oakland Road NE,NA,Cedar Rapids,NA,IA,52402,US,physical
addr-308152,loc-308152,NA,600 36th St SE,NA,Cedar Rapids,NA,IA,52403,US,physical
addr-308153,loc-308153,NA,361 17th St SE,NA,Cedar Rapids,NA,IA,52403,US,physical
addr-308154,loc-308154,NA,1924 D St SW,NA,Cedar Rapids,NA,IA,52404,US,physical
addr-308155,loc-308155,NA,1248 10th St SE,NA,Cedar Rapids,NA,IA,52403,US,physical
addr-308156,loc-308156,NA,198 Jacolyn Dr NW,NA,Cedar Rapids,NA,IA,52405,US,physical
addr-308157,loc-308157,NA,355 18th St SE,NA,Cedar Rapids,NA,IA,52403,US,physical
addr-308158,loc-308158,NA,3700 E Ave NE,NA,Cedar Rapids,NA,IA,52402,US,physical
addr-308159,loc-308159,NA,620 10th St SE,NA,Cedar Rapids,NA,IA,52403,US,physical
addr-308160,loc-308160,NA,1212 7th St SE,NA,Cedar Rapids,NA,IA,52401,US,physical
addr-308161,loc-308161,NA,7212 E Ave NW,NA,Cedar Rapids,NA,IA,52405,US,physical
addr-308162,loc-308162,NA,4300 Council St NE,NA,Cedar Rapids,NA,IA,52402,US,physical
addr-308163,loc-308163,NA,237 10th St NW,NA,Cedar Rapids,NA,IA,52405,US,physical
addr-308164,loc-308164,NA,1545 3rd Ave SE,NA,Cedar Rapids,NA,IA,52403,US,physical
addr-308165,loc-308165,NA,300 13th St NW,NA,Cedar Rapids,NA,IA,52405,US,physical
addr-308166,loc-308166,NA,4700 Johnson Ave NW,NA,Cedar Rapids,NA,IA,52405,US,physical
addr-308167,loc-308167,NA,1131 5th St NW,NA,Cedar Rapids,NA,IA,52405,US,physical
addr-308168,loc-308168,NA,320 27th St NE,NA,Cedar Rapids,NA,IA,52402,US,physical
addr-308169,loc-308169,NA,441 West Post Rd NW,NA,Cedar Rapids,NA,IA,52405,US,physical
addr-308170,loc-308170,NA,6101 Gibson Dr NE,NA,Cedar Rapids,NA,IA,52411,US,physical
addr-308171,loc-308171,NA,6225 First Ave SW,NA,Cedar Rapids,NA,IA,52405,US,physical
addr-308172,loc-308172,NA,400 1st St NW,NA,Elkader,NA,IA,52043,US,physical
addr-308173,loc-308173,NA,120 Main Street,NA,Elkport,NA,IA,52044,US,physical
addr-308174,loc-308174,NA,105 S Main St,NA,St Olaf,NA,IA,52072,US,physical
addr-308175,loc-308175,NA,609 Washington Street,NA,Volga,NA,IA,52077,US,physical
addr-308176,loc-308176,NA,2642 US Hwy 218,NA,Donnellson,NA,IA,52625,US,physical
addr-308177,loc-308177,NA,1421 S Bluff Blvd,NA,Clinton,NA,IA,52732,US,physical
addr-308178,loc-308178,NA,407 N Center,NA,Zearing,NA,IA,50278,US,physical
addr-308179,loc-308179,NA,919 West Street,NA,Colo,NA,IA,50056,US,physical
addr-308180,loc-308180,NA,400 Latrobe Avenue,NA,McCallsburg,NA,IA,50154,US,physical
addr-308181,loc-308181,NA,500 East Locust,NA,Bloomfield,NA,IA,52537,US,physical
addr-308182,loc-308182,NA,819 North 16th Street,NA,Denison,NA,IA,51442,US,physical
addr-308183,loc-308183,NA,400 S 16th Street,NA,Sac City,NA,IA,50583,US,physical
addr-308185,loc-308185,NA,301 S Market,NA,Oskaloosa,NA,IA,52577,US,physical
addr-308186,loc-308186,NA,601 W. Townline,NA,Creston,NA,IA,50801,US,physical
addr-308188,loc-308188,NA,2800 Eastern Ave,NA,Davenport,NA,IA,52803,US,physical
addr-308190,loc-308190,NA,1204 Center Street,NA,University Park,NA,IA,52595,US,physical
addr-308191,loc-308191,NA,3000 N Fairmount Street,NA,Davenport,NA,IA,52806,US,physical
addr-308194,loc-308194,NA,630 E. 4th Street,NA,Davenport,NA,IA,52803,US,physical
addr-308195,loc-308195,NA,205 2nd Avenue NW,NA,Pocahontas,NA,IA,50574,US,physical
addr-308198,loc-308198,NA,4205 N. Fairmount Street,NA,Davenport,NA,IA,52806,US,physical
addr-308199,loc-308199,NA,406 S East St,NA,Pomeroy,NA,IA,50575,US,physical
addr-308201,loc-308201,NA,1800 W 12th Street,NA,Davenport,NA,IA,52802,US,physical
addr-308202,loc-308202,NA,319 Garfield St,NA,Rolfe,NA,IA,50581,US,physical
addr-308205,loc-308205,NA,622 S. Concord,NA,Davenport,NA,IA,52802,US,physical
addr-308206,loc-308206,NA,100 South 5th Street,NA,Washta,NA,IA,51061,US,physical
addr-308209,loc-308209,NA,1431 N. Ripley Street,NA,Davenport,NA,IA,52803,US,physical
addr-308210,loc-308210,NA,916 Hackberry Street,NA,Correctionville,NA,IA,51016,US,physical
addr-308213,loc-308213,NA,1702 Main Street,NA,Davenport,NA,IA,52803,US,physical
addr-308214,loc-308214,NA,5817 NE 3rd St,NA,Des Moines,NA,IA,50313,US,physical
addr-308215,loc-308215,NA,318 East 7th Street,NA,Davenport,NA,IA,52803,US,physical
addr-308218,loc-308218,NA,4210 NE 14th ST,NA,Des Moines,NA,IA,50032,US,physical
addr-308219,loc-308219,NA,Warren St & W 6th St,NA,Davenport,NA,IA,52804,US,physical
addr-308222,loc-308222,NA,5975 NE Berwick Dr,NA,Berwick,NA,IA,50032,US,physical
addr-308223,loc-308223,NA,5506 N Pine Street,NA,Davenport,NA,IA,52806,US,physical
addr-308225,loc-308225,NA,869 Main Street,NA,Ocheyedan,NA,IA,51354,US,physical
addr-308226,loc-308226,NA,545 East James St,NA,Walcott,NA,IA,52773,US,physical
addr-308227,loc-308227,NA,120 11th Ave. NE,NA,Sibley,NA,IA,51249,US,physical
addr-308230,loc-308230,NA,34304 160th Street,NA,Cedar Falls,NA,IA,50613,US,physical
addr-308231,loc-308231,NA,405 4th Street,NA,Keosauqua,NA,IA,52565,US,physical
addr-308234,loc-308234,NA,14573 Washington Street,NA,Douds,NA,IA,52551,US,physical
addr-308235,loc-308235,NA,508 Beaver Street,NA,New Hartford,NA,IA,50660,US,physical
addr-308236,loc-308236,NA,33727 Route J40,NA,Farmington,NA,IA,52626,US,physical
addr-308240,loc-308240,NA,505 North Cedar Street,NA,Wapello,NA,IA,52653,US,physical
addr-308241,loc-308241,NA,403 W. Union Street,NA,Edgewood,NA,IA,52042,US,physical
addr-308243,loc-308243,NA,1150 SE Olson Dr,NA,Waukee,NA,IA,50263,US,physical
addr-308244,loc-308244,NA,14 W S 1st Street,NA,Estherville,NA,IA,51334,US,physical
addr-308245,loc-308245,NA,8925 Cascade Avenue,NA,West Des Moines,NA,IA,50266,US,physical
addr-308248,loc-308248,NA,1430 1st  Ave S,NA,Estherville,NA,IA,51334,US,physical
addr-308249,loc-308249,NA,8602 Westown Parkway,NA,West Des Moines,NA,IA,50266,US,physical
addr-308252,loc-308252,NA,732 N 15th Street,NA,Estherville,NA,IA,51334,US,physical
addr-308253,loc-308253,NA,6137 Vista Drive,NA,West Des Moines,NA,IA,50266,US,physical
addr-308277,loc-308277,NA,205 S Lincoln Ave,NA,Graettinger,NA,IA,51342,US,physical
addr-308279,loc-308279,NA,6500 NW 100th Street,NA,Johnston,NA,IA,50131,US,physical
addr-308280,loc-308280,NA,75 SE Windfield Pkwy,NA,Waukee,NA,IA,50263,US,physical
addr-308281,loc-308281,NA,5665 Merle Hay Rd,NA,Johnston,NA,IA,50131,US,physical
addr-308283,loc-308283,NA,10509 Dorset Dr,NA,Johnston,NA,IA,50131,US,physical
addr-308284,loc-308284,NA,110 S Central Street,NA,Allerton,NA,IA,50008,US,physical
addr-308286,loc-308286,NA,921 3rd Avenue SW,NA,Le Mars,NA,IA,51031,US,physical
addr-308287,loc-308287,NA,220 Brown St.,NA,Lineville,NA,IA,50147,US,physical
addr-308289,loc-308289,NA,102 N Dekalb St.,NA,Corydon,NA,IA,50060,US,physical
addr-308290,loc-308290,NA,125 3rd Ave.,NA,Marion,NA,IA,52302,US,physical
addr-308292,loc-308292,NA,1201 NE Poplar,NA,Leon,NA,IA,50144,US,physical
addr-308293,loc-308293,NA,1016 S 3rd Ave,NA,Marshalltown,NA,IA,50158,US,physical
addr-308295,loc-308295,NA,105 S East St,NA,Manly,NA,IA,50456,US,physical
addr-308296,loc-308296,NA,2001 S. 4th St.,NA,Marshalltown,NA,IA,50158,US,physical
addr-308297,loc-308297,NA,2727 E Railroad,NA,Des Moines,NA,IA,50316,US,physical
addr-308299,loc-308299,NA,2306 S 3rd Ave,NA,Marshalltown,NA,IA,50158,US,physical
addr-308300,loc-308300,NA,212 W Ingledue St,NA,Marshalltown,NA,IA,50158,US,physical
addr-308302,loc-308302,NA,1602 S 2nd Ave,NA,Marshalltown,NA,IA,50158,US,physical
addr-308303,loc-308303,NA,1230 E 17th Street,NA,Des Moines,NA,IA,50316,US,physical
addr-308304,loc-308304,NA,105 W Boone St,NA,Marshalltown,NA,IA,50158,US,physical
addr-308306,loc-308306,NA,406 Summit St,NA,Marshalltown,NA,IA,50158,US,physical
addr-308307,loc-308307,NA,401 Church St,NA,Royal,NA,IA,51357,US,physical
addr-308309,loc-308309,NA,8 North 7th Ave,NA,Marshalltown,NA,IA,50158,US,physical
addr-308310,loc-308310,NA,203 N Main Street,NA,Everly,NA,IA,51338,US,physical
addr-308313,loc-308313,NA,131 South River Park Dr.,NA,Guttenberg,NA,IA,52052,US,physical
addr-308315,loc-308315,NA,108 Washington St,NA,Marshalltown,NA,IA,50158,US,physical
addr-308317,loc-308317,NA,6805 College Park Ct SW,NA,Cedar Rapids,NA,IA,52404,US,physical
addr-308319,loc-308319,NA,314 W Union Street,NA,Unionville,NA,IA,52594,US,physical
addr-308320,loc-308320,NA,5400 Kirkwood Blvd SW,NA,Cedar Rapids,NA,IA,52404,US,physical
addr-308322,loc-308322,NA,1001 East Columbus,NA,Mount Ayr,NA,IA,50854,US,physical
addr-308323,loc-308323,NA,210 S 7th Street,NA,Council Bluffs,NA,IA,51501,US,physical
addr-308325,loc-308325,NA,13620 620th St,NA,Fonda,NA,IA,50540,US,physical
addr-308326,loc-308326,NA,4101 N 17th St,NA,Council Bluffs,NA,IA,51501,US,physical
addr-308328,loc-308328,NA,205 S Clark Street,NA,Newell,NA,IA,50568,US,physical
addr-308329,loc-308329,NA,1120 Willow Drive,NA,Carter Lake,NA,IA,51510,US,physical
addr-308331,loc-308331,NA,203 5th Street North,NA,Swea City,NA,IA,50590,US,physical
addr-308332,loc-308332,NA,235 Harmony Street,NA,Council Bluffs,NA,IA,51503,US,physical
addr-308335,loc-308335,NA,100 S. 21st Street,NA,Council Bluffs,NA,IA,51501,US,physical
addr-308337,loc-308337,NA,400 Willow,NA,Council Bluffs,NA,IA,51503,US,physical
addr-308339,loc-308339,NA,401 E Welch Street,NA,Crescent,NA,IA,51526,US,physical
addr-308341,loc-308341,NA,1200 Fairmount Park Road,NA,Council Bluffs,NA,IA,51503,US,physical
addr-308343,loc-308343,NA,207 Scott Street,NA,Council Bluffs,NA,IA,51503,US,physical
addr-308345,loc-308345,NA,207 Scott Street,NA,Council Bluffs,NA,IA,51503,US,physical
addr-308347,loc-308347,NA,1603 Grand Ave,NA,Council Bluffs,NA,IA,51501,US,physical
addr-308349,loc-308349,NA,3326 6th Avenue,NA,Council Bluffs,NA,IA,51501,US,physical
